title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Ground Clearance,Power,Mileage,Fuel,Drive Type,Seating Capacity,No. of Airbags,Length,Global NCAP Safety Rating,Top Speed,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC
2017 Hyundai Creta 1.4 E Plus,₹9.50 Lakh,Pune,2017,Expired,Diesel,5 Seats,"84,000 Kms",Pimpri chinchwad,First Owner,1396 cc,Manual,2017,1396 cc,,88.7 bhp,22.1 kmpl,Diesel,FWD,,,,,,,,,,
2014 Ford Ecosport 1.0 Ecoboost Titanium,₹4.74 Lakh,"Wakad, Pune",Feb 2014,Comprehensive,Petrol,5 Seats,"62,874 Kms",Pimpri chinchwad,First Owner,999 cc,Manual,2014,999 cc,200mm,123.37 bhp,18.88 kmpl,,FWD,,,,,,,,,,
2022 Tata Altroz XZ,₹7.38 Lakh,"Wakad, Pune",Mar 2022,Comprehensive,Petrol,5 Seats,"28,542 Kms",Kolhapur,First Owner,1199 cc,Manual,2022,1199 cc,,86.83 bhp,19.33 kmpl,Petrol,,,2,,,,,,,,
2022 Tata Altroz XZ Plus Dark Edition,₹7.68 Lakh,"Hadapsar, Pune",Nov 2022,Comprehensive,Petrol,5 Seats,"30,260 Kms",Pune,First Owner,1199 cc,Manual,2022,1199 cc,,86.83 bhp,19.33 kmpl,Petrol,,,2,,,,,,,,
2022 Skoda Kushaq 1.5 TSI Style DSG,₹15.94 Lakh,"Wakad, Pune",Jan 2023,Comprehensive,Petrol,5 Seats,"13,060 Kms",Pimpri chinchwad,First Owner,1498 cc,Automatic,2022,1498 cc,,147.51 bhp,18.86 kmpl,Petrol,FWD,5,,,5 Star,,,,,,
2014 Maruti Alto 800 LXI CNG,₹2.64 Lakh,"Wakad, Pune",Sept 2014,Comprehensive,CNG,5 Seats,"52,033 Kms",panvel,First Owner,796 cc,Manual,2014,796 cc,,47.3 bhp,33 km/kg,CNG,,,1,,,,,,,,
2017 Jeep Compass 2.0 Longitude BSIV,₹8.95 Lakh,"Wakad, Pune",Oct 2017,Expired,Diesel,5 Seats,"76,132 Kms",Mumbai,Second Owner,1956 cc,Manual,2017,1956 cc,178mm,170 bhp,17.1 kmpl,,4X2,5,,,,,,,,,
2016 Maruti Wagon R VXI BS IV,₹3.51 Lakh,"Kharadi, Pune",Aug 2016,Third Party,Petrol,5 Seats,"62,000 Kms",Pune,First Owner,998 cc,Manual,2016,998 cc,,67.04 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2014 Tata Zest Revotron 1.2 XT,₹3.65 Lakh,"Yerwada, Pune",Oct 2014,Expired,Petrol,5 Seats,"58,000 Kms",Mumbai,Second Owner,1193 cc,Manual,2014,1193 cc,,88.7 bhp,17.57 kmpl,Petrol,,,2,,,,,,,,
2018 Nissan Micra XL CVT,₹4.37 Lakh,"Thathawade, Pune",Jun 2018,Third Party,Petrol,5 Seats,"30,938 Kms",Pune,First Owner,1198 cc,Automatic,2018,1198 cc,,75.94 bhp,19.34 kmpl,Petrol,,,,3825mm,,,,,,,
2016 Nissan Micra XL CVT,₹3.20 Lakh,"Kothrud, Pune",Jan 2016,Comprehensive,Petrol,5 Seats,"62,000 Kms",Pune,First Owner,1198 cc,Automatic,2016,1198 cc,,76 bhp,19.34 kmpl,Petrol,,,,3825mm,,,,,,,
2017 Volkswagen Polo 1.2 MPI Highline Plus,₹5.65 Lakh,"Kasarwadi, Pune",Dec 2017,Comprehensive,Petrol,5 Seats,"36,609 Kms",Pune,Second Owner,1199 cc,Manual,2017,1199 cc,,74 bhp,16.2 kmpl,Petrol,,,,3971mm,,,,,,,
2014 Jaguar XF 3.0 Litre S Premium Luxury,₹13.75 Lakh,"Mundhwa, Pune",Feb 2015,Expired,Diesel,5 Seats,"44,600 Kms",Mumbai,Third Owner,2993 cc,Automatic,2014,,,,,,,,,,,,,,,,
2018 Maruti Baleno 1.2 Alpha,₹5.76 Lakh,"Undri, Pune",Oct 2018,Zero Dep,Petrol,5 Seats,"45,266 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2018,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2014 Honda Mobilio V i-VTEC,₹4.45 Lakh,"Viman Nagar, Pune",Oct 2014,Comprehensive,Petrol,7 Seats,"61,560 Kms",Mumbai,First Owner,1497 cc,Manual,2014,1497 cc,,117.3 bhp,17.3 kmpl,Petrol,,7,,,,,,,,,
2013 Hyundai Verna 1.6 SX VTVT,₹4.45 Lakh,"Aundh, Pune",Feb 2013,Comprehensive,Petrol,5 Seats,"43,262 Kms",Pune,First Owner,1591 cc,Manual,2013,1591 cc,,121.3 bhp,17.01 kmpl,Petrol,,,,,,,,,,,
2023 Mahindra Thar LX Hard Top Diesel RWD,₹12.91 Lakh,"Wakad, Pune",Sept 2023,Comprehensive,Diesel,4 Seats,"6,686 Kms",Pune,First Owner,1497 cc,Manual,2023,1497 cc,226 mm,116.93 bhp,9 kmpl,,RWD,4,,,4 Star,,,,,,
2014 Hyundai Grand i10 Asta,₹3.55 Lakh,Pune,2014,Expired,Petrol,5 Seats,"73,000 Kms",Mumbai,Second Owner,1197 cc,Manual,2014,1197 cc,,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,
2017 Skoda Superb Style 1.8 TSI MT,₹11.99 Lakh,"Yerwada, Pune",Nov 2017,Comprehensive,Petrol,5 Seats,"1,27,000 Kms",Pune,First Owner,1798 cc,Manual,2017,1798 cc,,177.46 bhp,14.12 kmpl,Petrol,,,8,,,,,,,,
2020 Maruti Baleno 1.2 CVT Alpha,₹6.78 Lakh,"Thathawade, Pune",Oct 2020,Zero Dep,Petrol,5 Seats,"29,669 Kms",Mumbai,First Owner,1197 cc,Automatic,2020,1197 cc,,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,
2017 Tata Tiago 1.2 Revotron XZA,₹4.45 Lakh,"Wakad, Pune",Aug 2017,Comprehensive,Petrol,5 Seats,"43,177 Kms",Thane,First Owner,1199 cc,Automatic,2017,1199 cc,,83.83 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2012 Audi A6 2.0 TDI,₹9.45 Lakh,"Mohamadwadi, Pune",Oct 2012,Expired,Diesel,5 Seats,"57,000 Kms",Navi Mumbai,Second Owner,1968 cc,Automatic,2012,1968 cc,,174.33 bhp,,Diesel,FWD,5,,,,222 kmph,,,,,
2017 Hyundai Creta 1.6 SX Diesel,₹9.01 Lakh,"Hadapsar, Pune",Apr 2017,Comprehensive,Diesel,5 Seats,"55,550 Kms",Pune,First Owner,1582 cc,Manual,2017,1582 cc,,126.2 bhp,20.5 kmpl,Diesel,FWD,5,,,,,,,,,
2012 Ford Figo Petrol ZXI,₹2.25 Lakh,"Dehu Road Cantt, Pune",Oct 2012,Third Party,Petrol,5 Seats,"65,870 Kms",Pune,Second Owner,1196 cc,Manual,2012,1196 cc,,70.02 bhp,15.6 kmpl,Petrol,,,,3795mm,,,,,,,
2015 Ford Ecosport 1.5 DV5 MT Titanium Optional,₹5.95 Lakh,"Chinchwadgaon, Pune",Jul 2015,Comprehensive,Diesel,5 Seats,"87,000 Kms",Pune,First Owner,1498 cc,Manual,2015,1498 cc,200mm,89.84 bhp,22.7 kmpl,,FWD,,,,,,,,,,
2015 Tata Bolt Revotron XT,₹2.50 Lakh,"Kothrud, Pune",Nov 2015,Comprehensive,Petrol,5 Seats,"59,000 Kms",Pune,First Owner,1193 cc,Manual,2015,,,,,,,,,,,,,,,,
2006 Hyundai Santro GLS II - Euro I,₹1.10 Lakh,"Rahatani, Pune",Dec 2006,Third Party,Petrol,5 Seats,"1,28,000 Kms",Pune,Third Owner,999 cc,Manual,2006,999 cc,,,,Petrol,,,,,,,,,,,
2018 Tata Tiago 1.2 Revotron XZ,₹4.75 Lakh,"City, Pune",Aug 2018,Comprehensive,Petrol,5 Seats,"58,000 Kms",Pune,First Owner,1199 cc,Manual,2018,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2019 Tata Tiago 1.2 Revotron XZ Plus,₹5.39 Lakh,"Wakad, Pune",Apr 2019,Comprehensive,Petrol,5 Seats,"22,705 Kms",Mumbai,First Owner,1199 cc,Manual,2019,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2014 Hyundai i20 Sportz 1.2,₹3.83 Lakh,"Thathawade, Pune",Jun 2014,Expired,Petrol,5 Seats,"39,445 Kms",Aurangabad,First Owner,1197 cc,Manual,2014,1197 cc,,82.85 bhp,18.5 kmpl,Petrol,,,,3995mm,,,,,,,
2021 Skoda Rapid 1.0 TSI Style,₹7.55 Lakh,"Undri, Pune",Jul 2021,Expired,Petrol,5 Seats,"19,937 Kms",Pune,Second Owner,999 cc,Manual,2021,999 cc,,108.62 bhp,18.97 kmpl,Petrol,,,4,,,,,,,,
2015 Honda Brio S MT,₹3.25 Lakh,"Dehu Road Cantt, Pune",Apr 2015,Comprehensive,Petrol,5 Seats,"48,397 Kms",Pimpri chinchwad,Second Owner,1198 cc,Manual,2015,1198 cc,,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,
2015 Toyota Etios Cross 1.2L G,₹4.05 Lakh,"Hadapsar, Pune",Jun 2015,Comprehensive,Petrol,5 Seats,"58,185 Kms",Pune,Second Owner,1197 cc,Manual,2015,1197 cc,,78.8 bhp,18.16 kmpl,Petrol,,,2,,,,,,,,
2018 Tata Nexon 1.5 Revotorq XZA Plus,₹7 Lakh,Pune,2018,Expired,Diesel,5 Seats,"30,000 Kms",Pimpri chinchwad,First Owner,1497 cc,Automatic,2018,1497 cc,,108.5 bhp,21.5 kmpl,Diesel,FWD,,,,,,,,,,
2016 Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,₹6.25 Lakh,"Balewadi, Pune",Jan 2017,Comprehensive,Petrol,5 Seats,"59,000 Kms",Pune,First Owner,999 cc,Manual,2016,999 cc,200mm,123.24 bhp,18.88 kmpl,,FWD,,,,,,,,,,
2023 MG Astor Savvy Turbo AT BSVI,₹17 Lakh,"Hadapsar, Pune",,Expired,Petrol,5 Seats,"18,065 Kms",,,1349 cc,Automatic,2023,1349 cc,,138.08 bhp,14.34 kmpl,Petrol,,5,6,,,,,,,,
2019 Skoda Kodiaq 2.0 TDI Laurin Klement,₹29 Lakh,"Mundhwa, Pune",Mar 2020,Comprehensive,Diesel,7 Seats,"68,000 Kms",Thane,First Owner,1968 cc,Automatic,2019,,,,,,,,,,,,,,,,
2014 Honda Brio S MT,₹3.25 Lakh,"Chinchwadgaon, Pune",Feb 2014,Comprehensive,Petrol,5 Seats,"76,000 Kms",Pimpri chinchwad,First Owner,1198 cc,Manual,2014,1198 cc,,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,
2018 Honda City i-DTEC ZX,₹9.29 Lakh,"Rahatani, Pune",Mar 2019,Comprehensive,Diesel,5 Seats,"84,000 Kms",Thane,First Owner,1498 cc,Manual,2018,1498 cc,,97.9 bhp,25.6 kmpl,Diesel,,,6,,,,,,,,
2009 Honda City 1.5 S MT,₹2.90 Lakh,"Pimpri, Pune",Apr 2009,Comprehensive,Petrol,5 Seats,"80,286 Kms",Pune,Second Owner,1497 cc,Manual,2009,1497 cc,,,17 kmpl,Petrol,,,,,,,,,,,
2012 Mahindra XUV500 W6 2WD,₹5.95 Lakh,"Pashan, Pune",Mar 2012,Expired,Diesel,7 Seats,"82,000 Kms",Pimpri chinchwad,First Owner,2179 cc,Manual,2012,2179 cc,,140 bhp,15.1 kmpl,Diesel,FWD,7,,,,,,,,,
2014 Maruti Alto 800 LXI,₹2.23 Lakh,"Undri, Pune",Apr 2014,Expired,Petrol,5 Seats,"22,618 Kms",Pune,First Owner,796 cc,Manual,2014,796 cc,,47.33 bhp,22.05 kmpl,Petrol,,,1,,,,,,,,
2016 Maruti Baleno 1.3 Zeta,₹6.75 Lakh,"Chinchwadgaon, Pune",Feb 2016,Expired,Diesel,5 Seats,"70,000 Kms",Pune,First Owner,1248 cc,Manual,2016,1248 cc,,74 bhp,27.39 kmpl,Diesel,,,,3995mm,,,,,,,
2020 Maruti S-Presso VXI 2019-2022,₹3.40 Lakh,"Thathawade, Pune",Oct 2020,Expired,Petrol,5 Seats,"47,257 Kms",kalyan,First Owner,998 cc,Manual,2020,998 cc,,65.71 bhp,21.7 kmpl,Petrol,,,2,,,,,,,,
2013 Maruti Swift VXI,₹3.50 Lakh,"Kothrud, Pune",Feb 2013,Expired,Petrol,5 Seats,"67,000 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2013,,,,,,,,,,,,,,,,
2021 Tata Tigor XM BSVI,₹4.75 Lakh,Pune,2021,Expired,Petrol,5 Seats,"40,000 Kms",Ahmednagar,First Owner,1199 cc,Manual,2021,1199 cc,,84.82 bhp,19.28 kmpl,Petrol,,,2,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹5.75 Lakh,"Pashan, Pune",Dec 2018,Expired,Petrol,5 Seats,"20,000 Kms",Pune,First Owner,1197 cc,Manual,2018,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,2,,,,,,,,
2014 Skoda Fabia 1.2L Diesel Elegance,₹4.24 Lakh,"Wakad, Pune",Oct 2014,Comprehensive,Diesel,5 Seats,"75,394 Kms",Pune,Second Owner,1199 cc,Manual,2014,1199 cc,,75 bhp,20.86 kmpl,Diesel,,,,4000mm,,,,,,,
2011 Tata Indica Quadrajet VX,₹2.30 Lakh,"Pimpri, Pune",Aug 2011,Comprehensive,Diesel,5 Seats,"77,578 Kms",Pimpri chinchwad,Second Owner,1248 cc,Manual,2011,1248 cc,,74 bhp,22.3 kmpl,Diesel,,,,3795mm,,,,,,,
2012 Mercedes-Benz M-Class ML 350 4Matic,₹14.91 Lakh,"City, Pune",Apr 2012,Third Party,Diesel,5 Seats,"1,41,211 Kms",Pimpri chinchwad,Fourth Owner,2987 cc,Automatic,2012,2987 cc,,,,Diesel,AWD,5,,,,225 kmph,,,,,
2022 BMW X3 M xDrive,₹67 Lakh,Pune,2022,Zero Dep,Petrol,5 Seats,"10,000 Kms",Pune,Second Owner,2993 cc,Automatic,2022,2993 cc,,473.38 bhp,9.12 kmpl,Petrol,AWD,5,,,,,,,,,
2013 Chevrolet Beat Diesel LS,₹1.71 Lakh,"Wakad, Pune",Jan 2013,Comprehensive,Diesel,5 Seats,"46,976 Kms",Pune,Second Owner,936 cc,Manual,2013,936 cc,,57.6 bhp,25.44 kmpl,Diesel,,,,3640mm,,,,,,,
2019 Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,₹5.49 Lakh,"Hadapsar, Pune",Sept 2019,Comprehensive,CNG,5 Seats,"29,311 Kms",Mumbai,First Owner,1197 cc,Manual,2019,1197 cc,,65.39 bhp,18.9 km/kg,CNG,,,2,,,,,,,,
2013 Skoda Rapid 1.6 TDI Elegance,₹4.35 Lakh,"Kharadi, Pune",May 2013,Third Party,Diesel,5 Seats,"52,436 Kms",Mumbai,First Owner,1598 cc,Manual,2013,1598 cc,,103.5 bhp,20.5 kmpl,Diesel,,,,,,,,,,,
2020 Tata Nexon XMA AMT Diesel,₹7.15 Lakh,"Wakad, Pune",Aug 2020,Comprehensive,Diesel,5 Seats,"35,781 Kms",Nagpur,First Owner,1497 cc,Automatic,2020,,,,,,,,,,,,,,,,
2021 Kia Sonet HTK BSVI,₹8.75 Lakh,"Pashan, Pune",Feb 2021,Expired,Petrol,5 Seats,"45,368 Kms",Pune,First Owner,1197 cc,Manual,2021,,,,,,,,,,,,,,,,
2011 Volkswagen Passat Highline DSG,₹7.75 Lakh,"Mundhwa, Pune",Apr 2011,Third Party,Diesel,5 Seats,"1,07,800 Kms",Pune,First Owner,1968 cc,Automatic,2011,1968 cc,,,14.3 kmpl,Diesel,,,,,,,,,,,
2016 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,₹6.40 Lakh,"Bavdhan, Pune",Feb 2016,Comprehensive,Petrol,5 Seats,"84,000 Kms",Pune,Second Owner,1497 cc,Automatic,2016,1497 cc,200mm,121.36 bhp,14.8 kmpl,,FWD,,,,,,,,,,
2010 Volvo XC 90 D5 AT AWD,₹7.75 Lakh,"Kharadi, Pune",Jul 2010,Comprehensive,Diesel,7 Seats,"1,12,000 Kms",Navi Mumbai,First Owner,2400 cc,Automatic,2010,,,,,,,,,,,,,,,,
2019 Hyundai Santro Sportz,₹4.73 Lakh,"Wakad, Pune",Feb 2019,Comprehensive,Petrol,5 Seats,"34,920 Kms",Pune,First Owner,1086 cc,Manual,2019,1086 cc,,68.05 bhp,20.3 kmpl,Petrol,,,2,,,,,,,,
2015 Mahindra XUV500 R W10 FWD,₹7.40 Lakh,"Vimannagar, Pune",Feb 2016,Comprehensive,Diesel,7 Seats,"1,00,000 Kms",Mumbai,First Owner,2179 cc,Manual,2015,2179 cc,200mm,140 bhp,16 kmpl,,FWD,7,,,,,,,,,
2018 Volkswagen Tiguan 2.0 TDI Highline,₹19.50 Lakh,"Mundhwa, Pune",Aug 2018,Comprehensive,Diesel,5 Seats,"82,350 Kms",Mumbai,First Owner,1968 cc,Automatic,2018,1968 cc,149mm,141 bhp,16.65 kmpl,,AWD,5,,,,,,,,,
2013 Mahindra XUV500 W8 AWD,₹5 Lakh,Pune,2013,Expired,Diesel,7 Seats,"60,000 Kms",Pimpri chinchwad,Second Owner,2179 cc,Manual,2013,2179 cc,,140 bhp,15.1 kmpl,Diesel,AWD,7,,,,,,,,,
2019 Tata Tiago 1.05 Revotorq XT,₹5.27 Lakh,"Wakad, Pune",Jan 2020,Comprehensive,Diesel,5 Seats,"27,173 Kms",Pune,First Owner,1047 cc,Manual,2019,1047 cc,,69 bhp,27.28 kmpl,Diesel,,,,3746mm,,,,,,,
2022 Mahindra XUV700 AX3 Diesel AT BSVI,₹15.75 Lakh,Pune,2022,Expired,Diesel,5 Seats,"30,000 Kms",Navi Mumbai,First Owner,2198 cc,Automatic,2022,2198 cc,,182.38 bhp,17.19 kmpl,Diesel,FWD,"5, 6, 7",,,,,,,,,
2017 Honda Brio 1.2 S MT,₹3.05 Lakh,Pune,2017,Expired,Petrol,5 Seats,"30,000 Kms",Pune,Second Owner,1198 cc,Manual,2017,1198 cc,,86.8 bhp,18.5 kmpl,Petrol,,,,3610mm,,,,,,,
2019 Maruti Wagon R LXI CNG,₹5.15 Lakh,"Aundh, Pune",Feb 2020,Comprehensive,CNG,5 Seats,"47,000 Kms",Pimpri chinchwad,First Owner,998 cc,Manual,2019,998 cc,,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,
2016 Maruti Wagon R AMT VXI,₹3.91 Lakh,"Shaniwar Peth, Pune",Jan 2017,Third Party,Petrol,5 Seats,"39,000 Kms",Pune,First Owner,998 cc,Automatic,2016,998 cc,,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2019 Tata Nexon 1.5 Revotorq XZA Plus,₹7.50 Lakh,Pune,2019,Expired,Diesel,5 Seats,"60,000 Kms",Nagpur,First Owner,1497 cc,Automatic,2019,1497 cc,,108.5 bhp,21.5 kmpl,Diesel,FWD,,,,,,,,,,
2021 Renault KWID 1.0 RXT Opt,₹4.20 Lakh,"Bavdhan, Pune",Sept 2021,Comprehensive,Petrol,5 Seats,"35,000 Kms",Pune,First Owner,999 cc,Manual,2021,999 cc,,67 bhp,21.74 kmpl,Petrol,,,2,,,,,,,,
2015 BMW 3 Series 320d Luxury Line,₹16 Lakh,"R.s., Pune",Apr 2015,Comprehensive,Diesel,5 Seats,"65,300 Kms",Sangli,Second Owner,1995 cc,Automatic,2015,1995 cc,,184 bhp,,Diesel,RWD,4,,,,235 kmph,,,,,
2016 Renault Duster 110PS Diesel RXZ Option,₹6.30 Lakh,"Thergaon, Pune",Aug 2016,Third Party,Diesel,5 Seats,"1,14,000 Kms",Pune,First Owner,1461 cc,Manual,2016,1461 cc,205mm,108.45 bhp,19.64 kmpl,,FWD,5,,,,,,,,,
2019 Hyundai i20 Sportz Plus CVT BSIV,₹7 Lakh,"R P T S Khandala, Pune",Jul 2019,Third Party,Petrol,5 Seats,"32,120 Kms",Pune,First Owner,1197 cc,Automatic,2019,1197 cc,,81.86 bhp,17.4 kmpl,Petrol,,,2,,,,,,,,
2020 Maruti Celerio VXI CNG,₹4.50 Lakh,Pune,2020,Expired,CNG,5 Seats,"1,00,000 Kms",Pune,First Owner,998 cc,Manual,2020,998 cc,,58.33 bhp,30.47 km/kg,CNG,,,1,,,,,,,,
2014 Tata Nano Twist XT,₹1.55 Lakh,"Hadapsar, Pune",Mar 2015,Comprehensive,Petrol,5 Seats,"57,356 Kms",Pimpri chinchwad,First Owner,624 cc,Manual,2014,624 cc,,37.5 bhp,25.4 kmpl,Petrol,,,,3099mm,,,,,,,
2023 Hyundai i20 Asta,₹7.94 Lakh,"Undri, Pune",Feb 2023,Zero Dep,Petrol,5 Seats,"37,716 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2023,1197 cc,,82 bhp,16 kmpl,Petrol,,,6,,,,,,,,
2014 Skoda Rapid 1.6 MPI Ambition Plus,₹3.85 Lakh,"Chinchwadgaon, Pune",Jun 2014,Comprehensive,Petrol,5 Seats,"65,000 Kms",Pune,First Owner,1598 cc,Manual,2014,1598 cc,,103.5 bhp,15 kmpl,Petrol,,,,,,,,,,,
2017 Volkswagen Ameo 1.5 TDI Highline Plus,₹5.38 Lakh,"Hadapsar, Pune",Mar 2018,Comprehensive,Diesel,5 Seats,"45,576 Kms",Pimpri chinchwad,First Owner,1498 cc,Manual,2017,1498 cc,,108.62 bhp,21.66 kmpl,Diesel,,,2,,,,,,,,
2015 Hyundai Grand i10 Asta Option,₹3 Lakh,Pune,2015,Expired,Petrol,5 Seats,"70,000 Kms",Pune,Third Owner,1197 cc,Manual,2015,,,,,,,,,,,,,,,,
2014 Hyundai Xcent 1.2 Kappa SX Option,₹3.36 Lakh,"Undri, Pune",May 2014,Third Party,Petrol,5 Seats,"1,12,123 Kms",Aurangabad,First Owner,1197 cc,Manual,2014,1197 cc,,82 bhp,19.1 kmpl,Petrol,,,,,,,,,,,
2011 Hyundai i10 Sportz,₹1.80 Lakh,"R P T S Khandala, Pune",May 2011,Expired,Petrol,5 Seats,"37,650 Kms",Mumbai,Second Owner,1197 cc,Manual,2011,1197 cc,,78.9 bhp,20.36 kmpl,Petrol,,,,3585mm,,,,,,,
2021 Datsun RediGO 1.0 S,₹3.49 Lakh,"Hadapsar, Pune",Mar 2021,Comprehensive,Petrol,5 Seats,"47,398 Kms",malegaon,First Owner,999 cc,Manual,2021,999 cc,,67 bhp,22.5 kmpl,Petrol,,,1,,,,,,,,
2014 Maruti Swift Dzire VXI,₹3.95 Lakh,"Thathawade, Pune",Sept 2014,Comprehensive,Petrol,5 Seats,"77,646 Kms",Pune,First Owner,1197 cc,Manual,2014,1197 cc,,88.50 bhp,22.41 kmpl,Petrol,,,,,3 Star,,378 Litres,,,,
2019 Maruti Vitara Brezza ZDi Plus,₹9 Lakh,"Viman Nagar, Pune",Apr 2019,Comprehensive,Diesel,5 Seats,"64,000 Kms",Pune,Second Owner,1248 cc,Manual,2019,1248 cc,198mm,88.5 bhp,24.3 kmpl,,FWD,,,,,,,,,,
2022 Honda Amaze VX Petrol,₹6.96 Lakh,"Thathawade, Pune",Jan 2023,Third Party,Petrol,5 Seats,"45,039 Kms",Pune,First Owner,1199 cc,Manual,2022,1199 cc,,88.76 bhp,18.6 kmpl,Petrol,,,2,,,,,,,,
2019 Renault Duster 110PS Diesel RxS AMT,₹7.75 Lakh,"Rahatani, Pune",May 2019,Comprehensive,Diesel,5 Seats,"63,000 Kms",panvel,First Owner,1461 cc,Automatic,2019,1461 cc,205mm,108.45 bhp,19.87 kmpl,,FWD,5,,,,,,,,,
2016 Hyundai i20 Sportz 1.2,₹4.96 Lakh,"Wakad, Pune",Apr 2016,Comprehensive,Petrol,5 Seats,"26,976 Kms",Pune,Second Owner,1197 cc,Manual,2016,1197 cc,,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,
2015 Jaguar XF 2.0 Diesel Pure,₹18.18 Lakh,"Infotech Park, Pune",Jul 2015,Comprehensive,Diesel,5 Seats,"68,963 Kms",Pimpri chinchwad,First Owner,1999 cc,Automatic,2015,,,,,,,,,,,,,,,,
2011 Hyundai Verna 1.6 CRDi EX MT,₹3.90 Lakh,"Vimannagar, Pune",Oct 2011,Expired,Diesel,5 Seats,"97,000 Kms",Pune,First Owner,1582 cc,Manual,2011,1582 cc,,126.3 bhp,22.32 kmpl,Diesel,,,,,,,,,,,
2022 Renault Kiger RXT AMT,₹6.90 Lakh,"Kothrud, Pune",Jun 2022,Expired,Petrol,5 Seats,"27,000 Kms",Pimpri chinchwad,First Owner,999 cc,Automatic,2022,999 cc,205,71.01 bhp,19.03 kmpl,Petrol,,,,,,,,,,,
2018 Maruti Eeco 5 Seater AC BSIV,₹14.15 Lakh,"Dhankawadi, Pune",,Expired,Petrol,5 Seats,"12,345 Kms",,,1196 cc,Manual,2018,1196 cc,,73 bhp,15.37 kmpl,Petrol,,"5, 7",,,,,,,,,
2005 Toyota Innova 2.5 G (Diesel) 7 Seater BS III,₹3.55 Lakh,"Mohamadwadi, Pune",Oct 2005,Third Party,Diesel,8 Seats,"2,23,000 Kms",Pune,First Owner,2494 cc,Manual,2005,2494 cc,,,12.8 kmpl,Diesel,,8,,,,,,,,,
2011 BMW 3 Series 320d,₹4.89 Lakh,"Loni Kalbhor, Pune",Apr 2011,Expired,Diesel,5 Seats,"85,000 Kms",Pimpri chinchwad,Third Owner,1995 cc,Automatic,2011,1995 cc,,,13.2 kmpl,Diesel,,,,,,,,,,,
2021 Renault Kiger RXZ Turbo CVT,₹6.78 Lakh,"Wakad, Pune",Aug 2021,Comprehensive,Petrol,5 Seats,"50,564 Kms",Pune,First Owner,999 cc,Automatic,2021,999 cc,205,98.63 bhp,18.24 kmpl,Petrol,,,,,,,,,,,
2012 Maruti Wagon R VXI BS IV,₹2.50 Lakh,"Kothrud, Pune",Mar 2012,Comprehensive,Petrol,5 Seats,"54,000 Kms",Pune,First Owner,998 cc,Manual,2012,998 cc,,67.1 bhp,18.9 kmpl,Petrol,,,,3595mm,,,,,,,
2014 Fiat Punto 1.3 Active,₹2.35 Lakh,"Pimple Saudagar, Pune",Jun 2015,Expired,Diesel,5 Seats,"78,000 Kms",Wardha,Second Owner,1248 cc,Manual,2014,,,,,,,,,,,,,,,,
2017 Maruti Ertiga SHVS VDI,₹8.10 Lakh,"Market Yard, Pune",Jul 2017,Comprehensive,Diesel,7 Seats,"1,02,000 Kms",Pimpri chinchwad,First Owner,1248 cc,Manual,2017,1248 cc,,88.5 bhp,24.52 kmpl,Diesel,,7,,,,,,,,,
2017 Honda Brio 1.2 S MT,₹4.55 Lakh,"Mohamadwadi, Pune",Dec 2017,Comprehensive,Petrol,5 Seats,"11,772 Kms",Pune,First Owner,1198 cc,Manual,2017,1198 cc,,86.8 bhp,18.5 kmpl,Petrol,,,,3610mm,,,,,,,
2016 Hyundai i20 Asta 1.2,₹5.75 Lakh,"Kasarwadi, Pune",Jan 2017,Comprehensive,Petrol,5 Seats,"62,000 Kms",Pune,First Owner,1197 cc,Manual,2016,1197 cc,,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,
2013 Toyota Etios G,₹3.80 Lakh,"Pashan, Pune",May 2013,Expired,Petrol,5 Seats,"29,000 Kms",Pimpri chinchwad,Second Owner,1496 cc,Manual,2013,1496 cc,,88.73 bhp,16.78 kmpl,Petrol,,,,,,,,,,,
