Power (bhp),Engine Displacement (cc),Year of Manufacture,Registration Year,Fuel Type,Mileage (kmpl),Area,Brand,price (Lakh)
187.0,1950.0,2023,2023,0,18.9,157,19,55
88.0,1086.0,2014,2014,3,18.9,82,10,260
88.0,1498.0,2016,2016,0,23.5,161,8,522
335.0,2995.0,2024,2018,3,18.9,103,1,8690
68.0,1399.0,2011,2011,0,20.0,33,8,133
67.0,999.0,2022,2022,3,21.46,155,24,507
118.0,998.0,2020,2020,3,18.2,161,13,852
67.0,999.0,2018,2019,3,21.74,161,24,380
81.0,1197.0,2019,2019,3,21.01,9,18,670
68.0,1086.0,2018,2018,3,20.3,155,10,421
47.0,796.0,2016,2016,3,24.7,161,18,258
82.0,1198.0,2018,2018,3,18.15,161,17,490
78.0,1197.0,2010,2010,3,16.95,3,10,275
71.0,999.0,2024,2024,3,20.0,9,24,980
121.0,1591.0,2020,2020,3,15.8,157,10,1275
81.0,1197.0,2016,2016,3,18.6,155,10,471
81.0,1197.0,2021,2021,3,21.21,33,18,530
67.0,999.0,2018,2019,3,24.04,161,24,339
88.0,1197.0,2020,2020,3,18.9,157,10,770
100.0,2494.0,2015,2015,0,18.9,33,27,1090
67.0,998.0,2018,2018,3,23.95,161,18,380
81.0,1197.0,2014,2014,3,18.6,161,10,498
254.0,1998.0,2023,2023,3,15.39,119,2,4990
241.0,1984.0,2019,2020,3,14.11,117,1,3590
81.0,1197.0,2018,2018,3,18.9,161,10,553
79.0,1199.0,2011,2015,3,18.6,161,3,195
258.0,2993.0,2015,2015,0,18.9,14,2,27
88.0,1248.0,2016,2016,0,24.3,161,18,638
113.0,999.0,2022,2022,3,18.41,46,28,12
126.0,1582.0,2015,2015,0,23.9,9,10,645
71.0,999.0,2022,2022,3,18.75,161,22,675
98.0,1498.0,2016,2016,0,21.7,3,8,525
118.0,998.0,2020,2020,3,18.0,161,10,780
86.0,1198.0,2015,2015,3,16.5,155,9,386
84.0,1461.0,2013,2013,0,21.64,9,24,350
167.0,1956.0,2020,2020,0,16.65,33,16,1550
187.0,1995.0,2020,2020,0,18.9,14,2,3850
118.0,998.0,2021,2021,3,18.27,3,10,866
174.0,1968.0,2015,2015,0,18.9,33,1,18
81.0,1197.0,2018,2018,3,18.9,155,10,389
261.0,2993.0,2020,2020,0,13.38,103,2,79
108.0,999.0,2021,2021,3,18.97,161,25,698
65.0,998.0,2021,2021,3,21.7,46,18,395
81.0,1197.0,2019,2019,3,18.6,161,10,593
103.0,1462.0,2021,2021,3,19.01,77,18,1090
81.0,1197.0,2017,2017,3,18.9,155,10,438
119.0,1498.0,2021,2021,3,18.6,33,9,10
121.0,1591.0,2019,2019,3,15.8,157,10,960
81.0,1197.0,2018,2018,3,18.6,9,10,668
82.0,1197.0,2014,2014,3,18.9,91,10,375
203.0,2143.0,2014,2014,0,18.9,119,19,2390
113.0,1353.0,2019,2020,3,16.8,46,13,1103
67.0,998.0,2021,2021,3,21.7,161,18,437
81.0,1197.0,2014,2014,3,19.1,33,10,360
83.0,1197.0,2016,2016,3,20.85,33,18,5
81.0,1197.0,2019,2019,3,20.52,91,18,5
174.0,2755.0,2018,2019,0,14.24,157,27,25
148.0,1968.0,2019,2019,0,18.9,157,25,3390
86.0,1199.0,2023,2023,3,18.8,33,26,8
73.0,1186.0,2018,2018,0,25.4,37,10,4
147.0,1498.0,2021,2021,3,17.95,9,25,1445
108.0,1198.0,2019,2019,3,17.0,9,26,685
67.0,1388.0,2012,2012,0,18.6,161,8,260
67.0,999.0,2018,2018,3,23.01,161,24,408
103.0,1462.0,2023,2023,3,17.03,157,18,1089
177.0,1999.0,2017,2018,0,18.9,119,11,3790
103.0,1462.0,2022,2022,3,18.76,46,27,783
197.0,2199.0,2022,2022,0,18.9,157,13,35
86.0,1198.0,2014,2015,3,15.5,157,9,430
170.0,2143.0,2019,2019,0,18.9,117,19,2590
84.0,1199.0,2021,2021,3,19.28,155,26,621
148.0,2393.0,2020,2020,0,18.9,76,27,2250
183.0,1991.0,2015,2015,3,18.9,158,19,1525
88.0,1248.0,2019,2019,0,18.9,155,18,850
117.0,1497.0,2018,2018,3,18.0,155,9,657
83.0,1197.0,2017,2017,3,21.4,37,18,645
167.0,1956.0,2022,2022,0,13.0,157,16,1650
88.0,1199.0,2019,2019,3,19.5,155,9,595
150.0,1395.0,2017,2018,3,18.9,117,1,3780
325.0,2925.0,2023,2023,0,18.9,157,19,120
98.0,1493.0,2020,2020,0,23.7,161,10,797
83.0,1197.0,2017,2017,3,20.85,33,18,595
72.0,1196.0,2022,2022,3,16.11,9,18,520
98.0,1493.0,2020,2020,0,23.7,33,10,875
68.0,1086.0,2020,2020,3,20.3,155,10,404
84.0,1199.0,2024,2024,3,20.09,33,26,591
81.0,1197.0,2017,2017,3,18.9,155,10,427
119.0,1498.0,2020,2020,3,17.8,9,9,1175
174.0,1968.0,2015,2015,0,18.9,14,1,15
99.0,1498.0,2017,2017,0,25.83,33,8,420
67.0,998.0,2018,2019,3,23.95,161,18,347
88.0,1150.0,2008,2008,3,14.7,33,3,90
210.0,2987.0,2009,2009,0,18.9,33,19,7
118.0,998.0,2020,2020,3,18.27,46,10,8
74.0,1248.0,2018,2018,0,28.4,46,18,640
212.0,1996.0,2022,2022,0,10.0,157,16,3875
74.0,1248.0,2019,2019,0,27.39,3,18,659
603.0,3982.0,2015,2015,3,18.9,157,19,17
81.0,1197.0,2018,2018,3,21.21,46,18,584
74.0,1248.0,2019,2020,0,28.4,46,18,578
67.0,998.0,2014,2014,3,23.1,161,18,345
108.0,1498.0,2016,2016,0,21.66,46,28,605
81.0,1197.0,2017,2017,3,18.6,46,10,590
81.0,1197.0,2018,2018,3,18.9,155,10,5
79.0,1199.0,2013,2013,3,18.6,33,3,140
140.0,2179.0,2017,2017,0,16.0,14,17,1230
255.0,2993.0,2018,2019,0,18.9,76,14,95
83.0,1197.0,2012,2012,3,20.85,161,18,319
67.0,999.0,2018,2019,3,23.01,155,24,322
71.0,999.0,2024,2024,3,19.03,33,24,915
98.0,1498.0,2014,2014,0,25.1,33,9,6
168.0,1956.0,2023,2023,0,17.1,33,12,32
55.0,814.0,2015,2016,3,21.1,161,10,314
84.0,1199.0,2023,2023,3,20.09,33,26,750
121.0,1591.0,2019,2019,3,14.8,161,10,905
88.0,1198.0,2014,2014,3,18.9,161,9,411
88.0,2494.0,2011,2011,0,18.9,33,27,950
88.0,1248.0,2019,2019,0,24.3,14,18,850
141.0,1451.0,2021,2021,3,13.96,9,16,1495
88.0,1197.0,2022,2022,3,22.38,77,18,690
170.0,1956.0,2020,2020,0,17.1,33,12,14
88.0,1493.0,2006,2006,0,13.1,33,10,50
88.0,1197.0,2023,2023,3,24.43,33,18,675
73.0,1199.0,2014,2014,0,22.07,3,28,395
113.0,1493.0,2021,2021,0,18.9,9,10,1160
98.0,1493.0,2021,2021,0,18.4,91,13,1095
121.0,1591.0,2018,2018,3,17.0,10,10,711
78.0,1197.0,2010,2010,3,16.95,155,10,260
174.0,1968.0,2014,2015,0,18.9,9,1,1190
86.0,1197.0,2021,2021,3,19.65,10,10,709
88.0,1197.0,2022,2023,3,22.38,10,18,675
187.0,2179.0,2016,2016,0,18.9,157,14,2650
88.0,1086.0,2006,2006,3,17.0,46,10,185
83.0,1197.0,2018,2018,3,21.4,155,18,506
67.0,1399.0,2011,2011,0,17.8,155,8,265
88.0,1197.0,2023,2023,3,22.35,91,18,856
101.0,1462.0,2024,2024,3,21.11,9,18,1190
88.0,1248.0,2017,2018,0,25.1,10,18,690
136.0,2143.0,2017,2018,0,18.9,157,19,2190
118.0,998.0,2020,2020,3,20.28,91,10,860
98.0,1368.0,2019,2019,3,19.1,91,10,765
71.0,999.0,2022,2022,3,18.2,10,24,691
248.0,1984.0,2017,2017,3,13.55,117,1,3850
103.0,1462.0,2019,2019,3,17.99,91,18,925
113.0,1497.0,2021,2021,3,14.0,91,10,1040
121.0,1591.0,2019,2019,3,17.0,91,10,753
81.0,1197.0,2012,2013,3,21.21,3,18,385
200.0,2400.0,2014,2014,0,18.9,157,29,1650
53.0,799.0,2016,2016,3,25.17,155,24,271
67.0,998.0,2015,2015,3,23.1,161,18,355
47.0,796.0,2017,2017,3,24.7,161,18,277
98.0,1498.0,2018,2018,0,25.5,10,9,680
37.0,796.0,2003,2003,3,16.1,33,18,2850
68.0,1086.0,2019,2020,3,20.3,3,10,411
113.0,1493.0,2019,2019,0,17.8,33,13,1150
81.0,1197.0,2018,2018,3,18.9,161,10,432
81.0,1197.0,2021,2021,3,20.7,33,10,5
103.0,1197.0,2019,2019,3,18.19,9,28,790
126.0,1582.0,2011,2011,0,22.32,33,10,350
98.0,1498.0,2015,2015,0,26.0,37,9,560
85.0,1298.0,2010,2010,3,17.5,33,18,250
81.0,1197.0,2020,2020,3,20.52,78,18,529
113.0,999.0,2021,2021,3,20.08,155,28,954
120.0,1497.0,2023,2023,0,18.9,33,17,14
88.0,1591.0,2019,2019,3,18.9,46,10,743
81.0,1197.0,2019,2019,3,21.21,161,18,685
81.0,1197.0,2017,2017,3,17.19,161,10,595
67.0,999.0,2018,2018,3,23.01,3,24,373
108.0,1461.0,2019,2019,0,19.87,9,24,970
174.0,1968.0,2014,2015,0,17.11,117,1,890
138.0,1353.0,2022,2022,3,16.5,157,13,1590
93.0,1373.0,2013,2013,3,16.02,33,18,575
67.0,999.0,2018,2018,3,22.5,46,5,322
88.0,1248.0,2018,2019,0,24.3,14,18,850
88.0,1497.0,2020,2020,0,23.64,161,26,607
138.0,1353.0,2020,2021,3,16.5,161,13,1185
138.0,1794.0,2015,2015,3,14.53,157,27,825
80.0,1197.0,2021,2021,3,24.79,161,18,742
88.0,2354.0,2005,2005,3,11.9,33,9,85
67.0,998.0,2020,2020,3,21.63,9,18,525
81.0,1197.0,2018,2018,3,18.9,155,10,5
121.0,1497.0,2016,2016,3,17.0,46,8,480
294.0,2995.0,2009,2009,3,18.9,76,1,12
110.0,1499.0,2016,2016,3,15.63,155,8,527
88.0,1197.0,2022,2022,3,22.56,33,18,740
86.0,1197.0,2021,2021,3,19.65,77,10,825
118.0,998.0,2020,2020,3,18.3,161,13,971
81.0,1197.0,2019,2019,3,18.9,155,10,486
67.0,999.0,2019,2020,3,22.5,161,5,274
75.0,1198.0,2018,2019,3,18.06,46,22,462
78.0,1197.0,2009,2009,3,20.36,33,10,240
187.0,1995.0,2021,2022,0,19.62,119,2,2990
53.0,799.0,2016,2016,3,25.17,161,24,298
375.0,1991.0,2017,2017,3,12.33,14,19,2150
81.0,1197.0,2019,2019,3,18.6,9,10,645
258.0,2993.0,2013,2015,0,18.9,117,2,990
67.0,1198.0,2018,2018,3,19.69,46,22,335
258.0,2993.0,2016,2016,0,18.9,76,2,36
81.0,1197.0,2017,2017,3,18.6,161,10,577
68.0,1086.0,2022,2022,3,20.3,46,10,518
93.0,1373.0,2015,2015,3,16.02,37,18,650
88.0,2987.0,2013,2013,3,13.0,76,19,28
67.0,1198.0,2017,2017,3,19.02,3,5,331
65.0,998.0,2016,2016,3,25.24,46,18,375
119.0,1498.0,2021,2021,3,18.4,123,9,980
88.0,1248.0,2018,2018,3,19.7,33,18,1
187.0,1995.0,2022,2022,0,19.62,157,2,45
188.0,1995.0,2017,2017,0,20.68,119,2,1790
245.0,1984.0,2023,2023,3,18.9,117,1,4950
170.0,1956.0,2017,2017,0,17.1,157,12,1050
170.0,2143.0,2018,2018,0,18.9,14,19,2850
174.0,1968.0,2015,2016,0,18.9,117,1,1850
65.0,998.0,2017,2018,3,25.24,161,18,378
121.0,1497.0,2018,2019,3,14.8,10,8,690
160.0,1368.0,2021,2021,3,14.1,157,12,2090
68.0,1086.0,2020,2020,3,20.3,46,10,429
113.0,999.0,2022,2022,3,19.47,157,25,950
255.0,1998.0,2017,2017,3,18.9,3,2,609
88.0,1248.0,2010,2010,0,18.9,9,18,255
187.0,1995.0,2021,2021,0,19.62,119,2,3290
184.0,1995.0,2015,2016,0,18.9,119,2,1590
100.0,1493.0,2023,2023,0,17.29,10,17,1050
181.0,1968.0,2018,2018,0,18.9,14,1,2190
140.0,2179.0,2014,2014,0,15.1,33,17,6
88.0,1196.0,2018,2019,3,18.9,157,18,425
188.0,1968.0,2019,2019,0,18.9,117,1,3190
88.0,1298.0,2010,2010,3,18.9,33,18,260
130.0,1799.0,2010,2010,3,14.8,33,9,3
121.0,1591.0,2018,2018,3,15.8,33,10,10
113.0,999.0,2022,2022,3,17.2,155,25,1255
81.0,1197.0,2019,2019,3,21.01,78,18,615
84.0,1199.0,2021,2021,3,20.09,91,26,590
113.0,999.0,2022,2022,3,19.2,161,25,1093
261.0,2993.0,2019,2019,0,17.66,76,2,68
187.0,1998.0,2021,2021,3,18.9,157,1,32
88.0,1462.0,2022,2022,3,18.9,82,27,925
67.0,998.0,2012,2012,3,20.92,33,18,235
258.0,2987.0,2018,2018,0,18.9,33,19,55
174.0,1968.0,2015,2016,0,18.9,157,1,1480
83.0,1197.0,2018,2018,3,18.5,82,18,615
88.0,1496.0,2011,2011,3,17.6,77,27,375
68.0,1086.0,2021,2021,3,20.3,157,10,565
88.0,1197.0,2010,2010,3,17.0,33,10,227
118.0,998.0,2022,2023,3,19.2,9,10,1290
147.0,2393.0,2020,2021,0,18.9,77,27,20
88.0,1498.0,2024,2024,3,18.9,3,25,1433
81.0,1197.0,2020,2020,3,20.89,46,18,540
67.0,998.0,2012,2012,3,18.9,157,18,289
88.0,1086.0,2019,2019,3,18.9,161,10,446
108.0,1498.0,2017,2017,0,21.13,33,25,8
103.0,1197.0,2019,2019,3,18.19,155,28,774
81.0,1197.0,2011,2011,3,18.6,161,10,270
108.0,1461.0,2013,2014,0,19.01,158,24,345
103.0,1598.0,2012,2012,0,20.5,9,25,450
141.0,1968.0,2017,2017,0,19.5,157,25,1940
93.0,1373.0,2013,2013,3,16.02,9,18,630
170.0,2143.0,2018,2018,0,18.9,33,19,3450
81.0,1197.0,2016,2016,3,21.21,161,18,468
88.0,1199.0,2016,2016,3,19.0,155,9,507
55.0,814.0,2018,2018,3,21.1,155,10,368
114.0,1493.0,2024,2024,0,18.9,10,13,2090
88.0,1199.0,2015,2016,3,18.6,82,9,410
81.0,1197.0,2020,2020,3,21.01,9,18,660
81.0,1197.0,2024,2024,3,20.52,161,18,678
183.0,1987.0,2023,2023,3,18.9,157,27,2950
75.0,999.0,2021,2021,3,17.74,46,28,539
118.0,998.0,2019,2019,3,18.15,10,10,850
46.0,796.0,2016,2017,3,19.7,3,18,289
88.0,1950.0,2020,2020,3,18.9,157,19,33
88.0,1199.0,2015,2015,3,19.0,158,9,630
241.0,2967.0,2013,2013,0,18.9,76,1,18
88.0,1197.0,2020,2021,3,18.9,9,18,6
140.0,1997.0,2017,2017,0,16.0,33,17,1050
100.0,1493.0,2016,2016,0,18.49,158,17,675
65.0,998.0,2021,2021,3,21.7,37,18,430
183.0,1997.0,2023,2024,0,18.9,157,10,35
98.0,999.0,2021,2021,3,20.0,161,22,759
67.0,999.0,2020,2020,3,22.0,46,24,399
67.0,998.0,2012,2012,3,18.9,33,18,3
113.0,1497.0,2020,2020,3,14.0,157,10,1425
113.0,1497.0,2022,2022,3,16.8,9,13,1525
121.0,1591.0,2019,2019,3,17.0,161,10,785
197.0,1991.0,2020,2020,3,18.9,157,19,37
81.0,1197.0,2016,2016,3,18.9,161,10,426
53.0,799.0,2018,2019,3,22.7,37,5,295
108.0,999.0,2021,2021,3,18.97,155,25,865
113.0,999.0,2022,2022,3,20.08,46,28,1126
183.0,1987.0,2024,2024,3,18.9,157,27,3825
167.0,1956.0,2021,2021,0,17.1,33,12,1325
25.0,1248.0,2018,2018,1,18.9,33,17,3
78.0,1197.0,2017,2017,3,17.71,33,27,4
82.0,1197.0,2015,2015,3,18.9,77,10,425
87.0,1197.0,2024,2024,3,20.0,33,10,940
170.0,1956.0,2017,2018,0,17.1,76,12,12
81.0,1197.0,2014,2014,3,18.9,161,10,398
245.0,1984.0,2023,2023,3,18.9,117,1,4950
98.0,999.0,2021,2021,3,20.0,161,22,588
100.0,2494.0,2015,2015,0,18.9,33,27,380
121.0,1591.0,2015,2015,3,17.01,155,10,510
121.0,1591.0,2019,2019,3,17.0,157,10,975
53.0,799.0,2016,2016,3,25.17,161,24,269
84.0,1199.0,2020,2020,3,20.09,33,26,490
91.0,1373.0,2016,2016,3,17.5,155,18,803
113.0,1493.0,2022,2022,0,23.8,157,10,1875
254.0,2987.0,2015,2015,0,18.9,33,19,40
82.0,1197.0,2016,2017,3,18.9,155,10,458
184.0,2696.0,2013,2013,0,11.18,14,17,5
81.0,1197.0,2020,2020,3,21.21,46,18,645
88.0,1197.0,2016,2016,3,18.9,161,10,411
118.0,1199.0,2023,2023,3,17.05,161,26,949
88.0,1199.0,2021,2021,3,17.1,161,9,818
82.0,1197.0,2016,2016,3,18.9,33,10,390
88.0,1197.0,2023,2023,3,22.38,9,18,795
113.0,1497.0,2022,2022,3,17.0,157,10,1395
67.0,998.0,2015,2015,3,23.1,157,18,375
98.0,999.0,2022,2022,3,17.4,155,22,815
88.0,1196.0,2013,2013,3,18.9,10,18,290
121.0,1591.0,2017,2017,3,17.01,33,10,820
81.0,1197.0,2016,2016,3,18.6,155,10,491
117.0,1497.0,2015,2015,3,17.4,82,9,530
189.0,1998.0,2018,2018,3,18.9,157,20,36
147.0,1498.0,2022,2022,3,18.41,91,25,1590
83.0,1197.0,2012,2013,3,18.5,3,18,399
88.0,1199.0,2015,2015,3,18.7,77,9,490
163.0,1998.0,2015,2015,0,17.9,33,3,590
81.0,1197.0,2015,2016,3,21.21,78,18,480
81.0,1197.0,2015,2015,3,18.6,33,10,580
86.0,1199.0,2023,2023,3,18.8,33,26,780
81.0,1197.0,2019,2019,3,21.21,37,18,585
118.0,998.0,2019,2019,3,18.27,9,10,8
55.0,814.0,2016,2018,3,21.1,37,10,290
55.0,814.0,2015,2015,3,21.1,46,10,181
108.0,999.0,2020,2020,3,18.97,33,25,8
113.0,1493.0,2023,2023,0,18.0,91,10,1290
207.0,1984.0,2024,2025,3,14.1,117,1,4380
108.0,999.0,2021,2021,3,16.47,155,28,791
98.0,1498.0,2016,2017,0,27.3,167,9,450
81.0,1197.0,2019,2019,3,20.7,33,10,6
81.0,1197.0,2021,2021,3,20.7,91,10,690
46.0,796.0,2016,2017,3,19.7,3,18,266
70.0,1196.0,2013,2013,3,15.6,161,8,215
152.0,1999.0,2017,2017,3,12.95,76,10,13
210.0,2987.0,2009,2009,0,18.9,33,19,7
88.0,1199.0,2016,2017,3,19.0,155,9,479
88.0,1199.0,2018,2018,3,17.5,46,9,582
103.0,1197.0,2016,2016,3,18.19,157,28,6
88.0,1199.0,2020,2020,3,18.9,33,26,775
254.0,2987.0,2017,2017,0,18.9,76,19,27
177.0,1999.0,2017,2018,0,18.9,14,11,35
67.0,998.0,2013,2013,3,18.9,46,18,328
170.0,1956.0,2020,2020,0,16.3,157,12,1890
103.0,1498.0,2014,2014,0,21.14,33,25,550
194.0,1950.0,2019,2019,0,18.9,157,19,32
174.0,1968.0,2015,2015,0,17.11,14,1,1150
62.0,1086.0,2009,2009,3,17.92,33,10,140
53.0,799.0,2017,2017,3,22.7,46,5,238
88.0,1248.0,2016,2016,0,24.3,161,18,712
87.0,1197.0,2023,2023,3,20.0,91,10,1090
301.0,1991.0,2022,2022,3,18.9,91,19,52
140.0,2179.0,2016,2016,0,16.0,14,17,1150
67.0,999.0,2018,2018,3,21.74,3,24,351
81.0,1197.0,2016,2016,3,18.6,46,10,479
88.0,1198.0,2014,2014,3,18.9,33,9,370
103.0,1197.0,2017,2018,3,18.19,155,28,627
47.0,796.0,2022,2023,3,22.05,161,18,383
81.0,1197.0,2022,2022,3,18.6,3,10,655
117.0,1497.0,2019,2019,3,18.0,9,9,895
103.0,1598.0,2018,2018,3,14.3,33,25,7
118.0,998.0,2021,2021,3,18.0,157,10,925
74.0,1493.0,2022,2022,0,16.0,9,17,1025
117.0,1497.0,2014,2014,3,17.8,82,9,410
190.0,1969.0,2015,2016,0,18.9,76,29,2350
130.0,2184.0,2021,2021,0,15.2,158,17,1375
121.0,1591.0,2019,2020,3,14.8,10,10,999
88.0,1197.0,2021,2021,3,22.38,161,18,619
88.0,1199.0,2018,2018,3,18.2,9,9,670
71.0,999.0,2024,2024,3,19.7,33,22,820
98.0,999.0,2022,2022,3,17.4,46,22,813
81.0,1197.0,2022,2023,3,20.52,3,18,597
98.0,1498.0,2014,2014,0,24.5,33,9,550
88.0,1199.0,2019,2020,3,18.9,3,26,568
190.0,1995.0,2017,2019,0,18.9,157,2,3950
113.0,1497.0,2021,2021,3,18.9,157,13,1375
148.0,2393.0,2021,2021,0,18.9,33,27,1850
74.0,1248.0,2018,2018,0,27.39,161,18,649
81.0,1197.0,2022,2022,3,19.56,91,18,925
84.0,1199.0,2020,2020,3,20.3,161,26,424
177.0,1999.0,2020,2020,0,16.38,157,11,55
88.0,1995.0,2010,2010,0,13.2,33,2,7
88.0,1086.0,2006,2006,3,18.9,33,10,160
83.0,1197.0,2017,2017,3,21.4,155,18,485
65.0,998.0,2021,2021,3,21.7,161,18,392
57.0,936.0,2012,2012,0,25.44,9,3,230
150.0,1395.0,2019,2019,3,18.9,103,1,25
71.0,999.0,2022,2022,3,19.17,9,24,825
71.0,999.0,2022,2023,3,20.0,155,24,6
194.0,1950.0,2019,2019,0,18.9,76,19,4050
86.0,1198.0,2017,2017,3,18.5,37,9,415
241.0,2967.0,2011,2011,0,18.9,14,1,1250
78.0,1197.0,2012,2012,3,16.95,157,10,329
88.0,1396.0,2013,2013,0,22.54,161,10,375
107.0,2143.0,2015,2016,0,18.9,76,19,18
261.0,2993.0,2020,2020,0,18.9,157,2,54
74.0,1248.0,2018,2018,0,27.39,161,18,619
201.0,2755.0,2023,2023,0,12.0,157,27,46
82.0,1197.0,2015,2015,3,18.9,37,10,475
53.0,799.0,2016,2016,3,25.17,9,24,270
183.0,1991.0,2017,2017,3,18.9,33,19,2250
113.0,999.0,2021,2021,3,20.08,158,28,10
88.0,2494.0,2011,2011,0,12.8,33,27,9
258.0,2993.0,2016,2016,0,18.9,14,2,2650
88.0,2987.0,2015,2015,0,18.9,157,19,30
207.0,1984.0,2024,2018,3,14.1,103,1,40
114.0,1493.0,2022,2022,0,19.1,3,10,1699
81.0,1197.0,2018,2018,3,18.6,161,10,522
241.0,1984.0,2021,2022,3,14.11,103,1,38
140.0,2179.0,2014,2014,0,15.1,33,17,650
147.0,1498.0,2023,2023,3,18.67,91,28,1690
62.0,995.0,2007,2007,3,18.0,33,3,85
67.0,999.0,2017,2017,3,23.01,33,24,270
74.0,1248.0,2011,2011,0,28.4,9,18,350
143.0,1968.0,2015,2015,0,18.9,117,1,990
88.0,1199.0,2017,2017,3,18.7,155,9,455
84.0,1199.0,2021,2021,3,19.28,155,26,546
83.0,1197.0,2017,2017,3,21.4,46,18,517
73.0,1186.0,2016,2016,0,24.0,161,10,468
86.0,1199.0,2023,2023,3,19.33,77,26,575
85.0,1197.0,2013,2013,3,19.1,33,18,360
88.0,1248.0,2018,2019,0,24.52,157,18,1150
88.0,1498.0,2018,2018,3,18.9,161,9,868
160.0,1368.0,2018,2018,3,16.0,76,12,1550
81.0,1197.0,2021,2021,3,20.7,155,10,592
81.0,1197.0,2022,2022,3,20.7,46,10,683
86.0,1462.0,2023,2023,0,26.6,33,27,13
88.0,1199.0,2017,2017,3,17.5,123,9,545
113.0,1497.0,2022,2022,3,17.7,157,10,999
140.0,2179.0,2013,2013,0,15.1,37,17,735
121.0,1591.0,2020,2020,3,15.29,157,10,1150
108.0,1497.0,2018,2019,0,21.19,3,26,657
254.0,2987.0,2018,2018,0,18.9,33,19,4950
47.0,796.0,2017,2017,3,22.05,46,18,288
67.0,998.0,2018,2019,3,23.1,77,18,475
67.0,999.0,2019,2020,3,24.04,161,24,346
113.0,1497.0,2021,2021,3,18.9,91,10,1190
88.0,1199.0,2017,2017,3,19.0,155,9,538
113.0,1493.0,2021,2021,0,18.5,14,10,1550
152.0,2179.0,2019,2019,0,15.1,10,17,1475
88.0,1198.0,2017,2017,3,16.0,161,9,461
93.0,2489.0,2018,2018,0,14.95,33,17,480
113.0,1493.0,2020,2020,0,25.0,161,10,895
86.0,1199.0,2021,2021,3,19.33,3,26,699
81.0,1197.0,2020,2020,3,20.52,155,18,488
113.0,999.0,2022,2022,3,18.41,157,28,1550
67.0,998.0,2016,2016,3,23.1,161,18,385
57.0,936.0,2013,2013,0,25.44,33,3,115
245.0,2993.0,2011,2012,0,18.9,14,2,1350
67.0,999.0,2017,2017,3,24.04,161,24,318
47.0,796.0,2018,2018,3,24.7,167,18,285
75.0,1198.0,2013,2014,3,18.44,82,22,295
67.0,998.0,2015,2015,3,23.95,10,18,345
118.0,998.0,2021,2021,3,18.0,161,10,918
88.0,936.0,2012,2012,0,18.9,33,3,220
187.0,1984.0,2025,2025,3,10.14,117,1,4380
67.0,998.0,2013,2014,3,20.92,157,18,240
84.0,1199.0,2016,2016,3,23.84,82,26,325
88.0,1248.0,2019,2019,0,25.1,33,18,735
78.0,1197.0,2008,2008,3,20.36,157,10,191
113.0,999.0,2023,2023,3,19.2,161,28,1440
71.0,999.0,2022,2022,3,20.0,161,24,618
235.0,1969.0,2016,2016,0,17.2,14,29,36
187.0,1984.0,2025,2025,3,10.14,117,1,4390
67.0,999.0,2021,2021,3,22.0,46,24,416
67.0,999.0,2022,2023,3,22.3,46,24,488
119.0,1498.0,2020,2020,3,18.6,3,9,1231
86.0,1198.0,2018,2018,3,17.8,33,9,460
204.0,2143.0,2014,2016,0,13.0,76,19,2250
241.0,1984.0,2024,2018,3,18.9,103,1,57
88.0,1199.0,2015,2015,3,18.7,78,9,390
71.0,999.0,2021,2022,3,18.75,124,22,560
81.0,1197.0,2021,2021,3,18.9,161,10,611
149.0,1999.0,2019,2019,3,14.62,157,10,1175
121.0,1591.0,2018,2018,3,15.29,9,10,730
113.0,1497.0,2017,2017,3,17.0,161,10,777
117.0,1497.0,2015,2015,3,17.4,155,9,505
138.0,1353.0,2019,2019,3,16.5,155,13,1069
117.0,1497.0,2018,2018,3,17.4,33,9,650
108.0,1498.0,2018,2018,0,22.27,33,28,760
81.0,1197.0,2022,2022,3,20.52,91,18,645
67.0,998.0,2019,2019,3,21.63,161,18,389
88.0,1248.0,2012,2012,0,20.77,33,18,5
103.0,1462.0,2019,2019,3,19.01,91,18,9
86.0,1198.0,2012,2012,3,19.4,37,9,325
81.0,1197.0,2018,2018,3,18.6,33,10,473
187.0,1995.0,2018,2018,0,18.9,10,2,2490
99.0,1498.0,2017,2017,0,25.83,33,8,575
88.0,1199.0,2017,2017,3,19.0,155,9,472
152.0,2179.0,2018,2018,0,15.1,14,17,1250
98.0,1493.0,2022,2022,0,18.9,155,13,960
83.0,1197.0,2018,2019,3,21.4,155,18,551
258.0,2987.0,2019,2019,0,18.9,157,19,66
81.0,1197.0,2020,2020,3,21.01,33,18,650
67.0,998.0,2018,2018,3,23.1,37,18,460
67.0,998.0,2014,2014,3,21.79,82,18,360
81.0,1197.0,2019,2019,3,21.21,78,18,620
117.0,1497.0,2015,2015,3,17.4,155,9,474
71.0,999.0,2022,2022,3,19.03,33,24,8
83.0,1197.0,2018,2018,3,21.4,155,18,598
53.0,799.0,2016,2017,3,25.17,157,24,315
82.0,1197.0,2013,2013,3,18.5,33,10,320
113.0,999.0,2021,2021,3,19.2,91,25,1275
116.0,1497.0,2019,2019,3,16.8,82,9,695
82.0,1197.0,2022,2022,3,20.36,3,10,912
81.0,1197.0,2018,2018,3,21.21,82,18,655
74.0,1248.0,2016,2016,0,26.59,161,18,594
517.0,4999.0,2016,2018,3,7.24,76,14,83
